transaction_id,date,vendor,amount,source
TXN0036,2026-07-14,Orion Energy,64236.65,Bank
TXN0037,2026-08-22,Orion Energy,38921.23,Bank
TXN0038,2026-07-04,Summit Foods,45800.66,Bank
TXN0039,2026-07-19,Orion Energy,100977.89,Bank
TXN0040,2026-08-04,XYZ Services,118665.24,Bank
TXN0041,2026-08-11,Orion Energy,63926.09,Bank
TXN0042,2026-08-20,Prime Consulting,29211.07,Bank
TXN0043,2026-07-02,Global Logistics,18056.94,Bank
TXN0044,2026-08-14,BlueSky Media,71972.2,Bank
TXN0045,2026-07-10,BlueSky Media,77651.49,Bank
TXN0046,2026-07-10,Orion Energy,105966.45,Bank
TXN0047,2026-07-28,Prime Consulting,60248.08,Bank
TXN0048,2026-07-19,Acme Supplies,96390.98,Bank
TXN0049,2026-07-23,Nova Retail,17709.24,Bank
TXN0050,2026-07-08,Global Logistics,144475.16,Bank
TXN0051,2026-08-26,Global Logistics,106457.53,Bank
TXN0052,2026-07-17,Prime Consulting,145530.57,Bank
TXN0053,2026-08-18,Acme Supplies,108949.08,Bank
TXN0054,2026-07-28,BlueSky Media,44475.03,Bank
TXN0055,2026-07-06,ABC Technologies,135877.35,Bank
TXN0056,2026-07-29,XYZ Services,34342.69,Bank
TXN0057,2026-07-19,BlueSky Media,88986.84,Bank
TXN0058,2026-07-11,Vertex Systems,129209.07,Bank
TXN0059,2026-08-17,ABC Technologies,109322.13,Bank
TXN0060,2026-07-27,Nova Retail,95959.78,Bank
TXN0061,2026-08-06,XYZ Services,99227.76,Bank
TXN0062,2026-07-06,Nova Retail,65292.07,Bank
TXN0063,2026-07-03,BlueSky Media,76628.67,Bank
TXN0064,2026-07-21,XYZ Services,25956.01,Bank
TXN0065,2026-07-07,Nova Retail,90208.46,Bank
TXN0066,2026-07-11,BlueSky Media,139142.42,Bank
TXN0067,2026-08-06,Orion Energy,55296.12,Bank
TXN0068,2026-08-06,Nova Retail,8306.56,Bank
TXN0069,2026-08-29,XYZ Services,74934.0,Bank
TXN0070,2026-08-18,Prime Consulting,16995.85,Bank
TXN0071,2026-07-31,Acme Supplies,76152.51,Bank
TXN0072,2026-08-28,Prime Consulting,87900.57,Bank
TXN0073,2026-07-30,Vertex Systems,43711.47,Bank
TXN0074,2026-07-21,Orion Energy,80497.5,Bank
TXN0075,2026-07-28,Summit Foods,8133.75,Bank
TXN0076,2026-08-21,Global Logistics,134943.31,Bank
TXN0077,2026-07-09,Vertex Systems,85335.24,Bank
TXN0078,2026-07-07,Global Logistics,102474.81,Bank
TXN0079,2026-07-18,XYZ Services,100616.28,Bank
TXN0080,2026-08-15,BlueSky Media,116453.89,Bank
TXN0081,2026-07-07,Global Logistics,137821.72,Bank
TXN0082,2026-07-15,Orion Energy,10424.82,Bank
TXN0083,2026-08-04,XYZ Services,58783.73,Bank
TXN0084,2026-08-21,Global Logistics,122196.46,Bank
TXN0085,2026-07-20,Orion Energy,143170.41,Bank
TXN0086,2026-07-19,Nova Retail,79683.28,Bank
TXN0087,2026-07-16,Orion Energy,140726.32,Bank
TXN0088,2026-07-11,XYZ Services,11512.04,Bank
TXN0089,2026-07-27,Acme Supplies,148894.46,Bank
TXN0090,2026-08-25,XYZ Services,113548.16,Bank
TXN0091,2026-08-25,Summit Foods,134549.76,Bank
TXN0092,2026-08-02,XYZ Services,50809.71,Bank
TXN0093,2026-08-17,ABC Technologies,100940.88,Bank
TXN0094,2026-07-24,Prime Consulting,18697.67,Bank
TXN0095,2026-08-16,BlueSky Media,43056.77,Bank
TXN0096,2026-08-28,ABC Technologies,39940.73,Bank
TXN0097,2026-07-08,ABC Technologies,125511.34,Bank
TXN0098,2026-07-10,Summit Foods,30993.9,Bank
TXN0099,2026-08-07,Global Logistics,131811.5,Bank
TXN0100,2026-07-13,ABC Technologies,49996.93,Bank
TXN0101,2026-08-18,Orion Energy,145914.83,Bank
TXN0102,2026-08-01,Prime Consulting,25865.14,Bank
TXN0103,2026-07-01,Orion Energy,38300.12,Bank
TXN0104,2026-07-09,Acme Supplies,103260.51,Bank
TXN0105,2026-07-08,Orion Energy,78417.84,Bank
TXN0106,2026-08-13,Orion Energy,89261.91,Bank
TXN0107,2026-07-13,Prime Consulting,121598.06,Bank
TXN0108,2026-08-14,ABC Technologies,112152.68,Bank
TXN0109,2026-07-09,Summit Foods,22944.3,Bank
TXN0110,2026-08-27,Vertex Systems,62648.84,Bank
TXN0111,2026-07-19,Orion Energy,75844.69,Bank
TXN0112,2026-08-11,Vertex Systems,143565.37,Bank
TXN0113,2026-07-18,Vertex Systems,139097.22,Bank
TXN0114,2026-07-02,Prime Consulting,85503.72,Bank
TXN0115,2026-08-09,XYZ Services,20355.12,Bank
TXN0116,2026-07-09,BlueSky Media,65771.58,Bank
TXN0117,2026-08-29,ABC Technologies,91426.17,Bank
TXN0118,2026-08-27,XYZ Services,121632.33,Bank
TXN0119,2026-07-29,Prime Consulting,118790.7,Bank
TXN0120,2026-07-02,Summit Foods,20825.88,Bank
TXN0121,2026-08-21,Acme Supplies,120538.48,Bank
TXN0122,2026-07-15,Prime Consulting,81961.59,Bank
TXN0123,2026-08-07,BlueSky Media,130822.15,Bank
TXN0124,2026-08-07,BlueSky Media,64822.88,Bank
TXN0125,2026-07-24,XYZ Services,66752.9,Bank
TXN0126,2026-08-10,XYZ Services,130786.14,Bank
TXN0127,2026-07-29,Acme Supplies,40936.74,Bank
TXN0128,2026-07-15,Acme Supplies,113172.07,Bank
TXN0129,2026-08-20,Summit Foods,20265.32,Bank
TXN0130,2026-07-05,Summit Foods,91192.88,Bank
TXN0131,2026-07-10,Global Logistics,124576.31,Bank
TXN0132,2026-07-20,Global Logistics,25861.43,Bank
TXN0133,2026-08-27,Orion Energy,29002.1,Bank
TXN0134,2026-07-18,XYZ Services,27273.94,Bank
TXN0135,2026-07-08,Prime Consulting,8066.46,Bank
TXN0136,2026-07-04,BlueSky Media,30323.01,Bank
TXN0137,2026-07-04,Summit Foods,90715.85,Bank
TXN0138,2026-08-12,Vertex Systems,62076.42,Bank
TXN0139,2026-07-20,Summit Foods,78156.3,Bank
TXN0140,2026-08-24,BlueSky Media,128414.09,Bank
TXN0141,2026-07-03,Vertex Systems,31317.27,Bank
TXN0142,2026-07-15,Summit Foods,41161.2,Bank
TXN0143,2026-08-05,Nova Retail,65358.05,Bank
TXN0144,2026-07-04,Acme Supplies,59174.05,Bank
TXN0145,2026-08-02,Orion Energy,19742.43,Bank
TXN0146,2026-08-21,ABC Technologies,12534.47,Bank
TXN0147,2026-08-27,Prime Consulting,19371.41,Bank
TXN0148,2026-08-22,Summit Foods,135884.71,Bank
TXN0149,2026-08-30,Acme Supplies,121293.75,Bank
TXN0150,2026-08-18,Vertex Systems,98160.08,Bank
TXN0151,2026-08-18,Nova Retail,24510.07,Bank
TXN0152,2026-08-03,Summit Foods,79562.32,Bank
TXN0153,2026-08-23,Orion Energy,72105.91,Bank
TXN0154,2026-07-24,BlueSky Media,97736.67,Bank
TXN0155,2026-07-17,Acme Supplies,25266.42,Bank
TXN0156,2026-07-30,Prime Consulting,65448.96,Bank
TXN0157,2026-07-15,Nova Retail,58289.21,Bank
TXN0158,2026-07-23,Vertex Systems,52486.86,Bank
TXN0159,2026-07-24,Prime Consulting,104432.79,Bank
TXN0160,2026-07-19,Acme Supplies,142584.4,Bank
TXN0161,2026-08-26,Nova Retail,74732.01,Bank
TXN0162,2026-07-21,BlueSky Media,82638.04,Bank
TXN0163,2026-08-22,Orion Energy,99625.16,Bank
TXN0164,2026-08-19,Acme Supplies,82244.73,Bank
TXN0165,2026-08-09,BlueSky Media,46782.56,Bank
TXN0166,2026-08-15,XYZ Services,34348.67,Bank
TXN0167,2026-08-13,Vertex Systems,129804.26,Bank
TXN0168,2026-07-09,Orion Energy,94085.06,Bank
TXN0169,2026-07-06,Nova Retail,110228.77,Bank
TXN0170,2026-07-06,Vertex Systems,140711.27,Bank
TXN0171,2026-07-09,BlueSky Media,144037.64,Bank
TXN0172,2026-08-19,XYZ Services,91083.89,Bank
TXN0173,2026-08-18,Prime Consulting,120291.65,Bank
TXN0174,2026-08-28,Orion Energy,41740.59,Bank
TXN0175,2026-08-06,BlueSky Media,18782.13,Bank
TXN0176,2026-08-08,Vertex Systems,29837.24,Bank
TXN0177,2026-08-05,XYZ Services,88002.42,Bank
TXN0178,2026-07-29,Prime Consulting,80781.61,Bank
TXN0179,2026-08-17,BlueSky Media,120890.48,Bank
TXN0180,2026-07-31,Vertex Systems,91941.05,Bank
TXN0181,2026-08-27,XYZ Services,22361.37,Bank
TXN0182,2026-07-08,BlueSky Media,17717.81,Bank
TXN0183,2026-08-10,Prime Consulting,65698.2,Bank
TXN0184,2026-08-18,Orion Energy,102328.55,Bank
TXN0185,2026-07-21,BlueSky Media,135263.15,Bank
TXN0186,2026-08-17,Summit Foods,44227.57,Bank
TXN0187,2026-07-23,BlueSky Media,50593.8,Bank
TXN0188,2026-07-10,Global Logistics,26428.59,Bank
TXN0189,2026-08-28,ABC Technologies,68496.09,Bank
TXN0190,2026-07-24,BlueSky Media,110804.43,Bank
TXN0191,2026-08-04,XYZ Services,140740.3,Bank
TXN0192,2026-08-18,Global Logistics,74508.59,Bank
TXN0193,2026-07-24,XYZ Services,148061.57,Bank
TXN0194,2026-08-14,ABC Technologies,142923.23,Bank
TXN0195,2026-07-08,Prime Consulting,128327.38,Bank
TXN0196,2026-08-09,Summit Foods,22678.64,Bank
TXN0197,2026-08-06,Prime Consulting,104483.97,Bank
TXN0198,2026-07-01,Vertex Systems,70876.1,Bank
TXN0199,2026-08-21,BlueSky Media,47827.06,Bank
TXN0200,2026-07-29,Orion Energy,69135.55,Bank
TXN0201,2026-07-19,ABC Technologies,138174.07,Bank
TXN0202,2026-08-18,BlueSky Media,21035.32,Bank
TXN0203,2026-08-31,Global Logistics,132484.0,Bank
TXN0204,2026-07-18,Nova Retail,126350.0,Bank
TXN0205,2026-07-07,ABC Technologies,149870.19,Bank
TXN0206,2026-08-11,ABC Technologies,99268.13,Bank
TXN0207,2026-07-06,Nova Retail,135069.84,Bank
TXN0208,2026-07-02,Summit Foods,39920.07,Bank
TXN0209,2026-07-09,Prime Consulting,117631.35,Bank
TXN0210,2026-07-13,Summit Foods,137042.54,Bank
TXN0211,2026-08-10,Acme Supplies,10243.59,Bank
TXN0212,2026-07-01,ABC Technologies,12490.4,Bank
TXN0213,2026-08-07,Summit Foods,121214.86,Bank
TXN0214,2026-07-15,Orion Energy,128164.28,Bank
TXN0215,2026-07-04,Acme Supplies,121139.76,Bank
TXN0216,2026-08-27,Orion Energy,116955.72,Bank
TXN0217,2026-08-13,Summit Foods,126507.13,Bank
TXN0218,2026-07-03,Prime Consulting,34258.41,Bank
TXN0219,2026-07-08,XYZ Services,78156.99,Bank
TXN0220,2026-08-16,Vertex Systems,96351.72,Bank
TXN0221,2026-08-22,ABC Technologies,27505.88,Bank
TXN0222,2026-08-15,Summit Foods,32991.02,Bank
TXN0223,2026-07-17,ABC Technologies,107936.18,Bank
TXN0224,2026-08-30,Vertex Systems,93673.82,Bank
TXN0225,2026-07-04,Vertex Systems,94364.8,Bank
TXN0226,2026-07-03,ABC Technologies,133201.13,Bank
TXN0227,2026-08-13,Prime Consulting,30103.54,Bank
TXN0228,2026-07-06,Global Logistics,31612.32,Bank
TXN0229,2026-08-30,Global Logistics,71491.29,Bank
TXN0230,2026-08-18,Vertex Systems,97279.21,Bank
TXN0231,2026-08-05,Summit Foods,26043.89,Bank
TXN0232,2026-08-28,Acme Supplies,48694.68,Bank
TXN0233,2026-08-05,Prime Consulting,106467.51,Bank
TXN0234,2026-08-10,Acme Supplies,141386.19,Bank
TXN0235,2026-07-10,XYZ Services,78711.15,Bank
TXN0236,2026-07-26,Nova Retail,73754.47,Bank
TXN0237,2026-07-08,XYZ Services,24443.72,Bank
TXN0238,2026-07-18,Orion Energy,49182.17,Bank
TXN0239,2026-07-27,Nova Retail,93593.19,Bank
TXN0240,2026-08-09,Prime Consulting,64712.58,Bank
TXN0241,2026-07-26,XYZ Services,36556.14,Bank
TXN0242,2026-08-06,Orion Energy,50970.93,Bank
TXN0243,2026-07-03,Orion Energy,65668.01,Bank
TXN0244,2026-07-30,Prime Consulting,37710.97,Bank
TXN0245,2026-08-05,ABC Technologies,87036.93,Bank
TXN0246,2026-08-13,Vertex Systems,98952.53,Bank
TXN0247,2026-08-10,Vertex Systems,50851.05,Bank
TXN0248,2026-08-18,Acme Supplies,84625.94,Bank
TXN0249,2026-07-27,XYZ Services,95771.81,Bank
TXN0250,2026-07-23,Vertex Systems,79347.19,Bank
